Date;CD;LD;Total;Total cumulé
2008-06-17;638;1488;2126;67199
2008-07-08;328;1532;1860;104555
2008-07-11;366;1329;1695;109464
2008-07-18;438;1272;1710;120246
2008-07-23;395;1464;1859;128123
2008-07-27;512;552;1064;133338
2008-08-11;252;860;1112;153546
2008-08-17;585;400;985;159986
2008-08-18;304;826;1130;161116
2008-08-29;471;1630;2101;178051
2008-09-11;277;1526;1803;200427
2008-09-16;375;2237;2612;210815
2008-09-22;412;1916;2328;224996
2008-09-24;367;1521;1888;231036
2008-10-06;205;1885;2090;255332
2008-10-10;422;2309;2731;265245
2008-11-08;190;849;1039;319632
2008-11-13;149;2160;2309;327150
2008-11-14;204;1960;2164;329314
2008-11-25;174;1987;2161;349496
2008-11-27;126;2040;2166;353763
2008-11-28;144;1702;1846;355609
2008-12-04;86;1571;1657;365054
2009-01-01;89;232;321;401394
2009-01-05;49;1217;1266;404328
2009-01-25;83;399;482;432133
2009-02-21;287;805;1092;470675
2009-02-23;107;1833;1940;473380
2009-02-28;505;1204;1709;483989
2009-03-07;302;1023;1325;496370
2009-03-21;385;1155;1540;523527
2009-04-09;186;1620;1806;556613
2009-04-29;136;1945;2081;586838
2009-05-02;596;944;1540;591434
2009-05-03;340;644;984;592418
2009-05-15;230;1932;2162;616182
2009-05-19;309;1996;2305;622862
2009-06-06;601;1263;1864;655367
2009-06-15;229;1420;1649;669366
2009-06-16;339;1817;2156;671522
2009-06-27;425;927;1352;691730
2009-07-08;274;1585;1859;708207
2009-07-16;227;1299;1526;718426
2009-07-19;298;393;691;720998
2009-07-30;285;1215;1500;736205
2009-08-03;360;929;1289;739971
2009-08-07;328;895;1223;745372
2009-08-08;420;488;908;746280
2009-08-11;375;825;1200;749379
2009-08-15;395;371;766;753745
2009-08-19;279;1005;1284;758183
2009-08-27;265;1286;1551;768368
2009-08-31;259;1509;1768;774176
2009-09-14;319;1671;1990;798392
2009-09-24;467;2014;2481;817394
2009-09-27;432;590;1022;822445
2009-09-29;391;2073;2464;827110
2009-10-05;194;1321;1515;838618
2009-10-13;335;1995;2330;854146
2009-10-14;313;1911;2224;856370
2009-11-16;154;1948;2102;908069
2009-11-17;130;1556;1686;909755
2009-11-24;150;1888;2038;921825
2009-11-25;112;1393;1505;923330
2009-11-30;109;1744;1853;929726
2009-12-01;131;1918;2049;931775
2009-12-10;153;1901;2054;945728
2009-12-14;95;1365;1460;951118
2009-12-15;82;1569;1651;952769
2009-12-24;21;456;477;961863
2010-01-09;92;760;852;974957
2010-01-13;64;1331;1395;979552
2010-01-19;77;1649;1726;987530
2010-01-27;110;1468;1578;998847
2010-02-04;129;1726;1855;1010544
2010-02-05;97;1470;1567;1012111
2010-02-14;158;400;558;1023551
2010-02-18;95;1141;1236;1028987
2010-03-15;138;1713;1851;1062468
2010-03-31;135;1674;1809;1088805
2010-04-02;149;1335;1484;1092401
2010-04-18;466;603;1069;1116074
2010-05-24;419;692;1111;1181323
2010-06-08;199;1737;1936;1211039
2010-07-03;342;900;1242;1260110
2010-07-08;288;2036;2324;1270140
2010-07-10;362;837;1199;1273562
2010-08-14;227;486;713;1323592
2010-08-16;286;1248;1534;1325769
2010-08-22;351;496;847;1334307
2010-08-23;103;714;817;1335124
2010-08-26;285;1673;1958;1340383
2010-10-03;104;387;491;1419663
2010-10-07;265;2585;2850;1426988
2010-10-15;299;2400;2699;1446359
2010-10-18;256;2320;2576;1451608
2010-10-20;338;2461;2799;1457507
2010-10-27;213;1733;1946;1471043
2010-11-04;198;2323;2521;1483581
2010-11-08;112;1536;1648;1489538
2010-11-14;121;454;575;1495850
2010-11-18;143;2066;2209;1504200
2010-12-01;80;1572;1652;1525884
2010-12-02;93;1680;1773;1527657
2010-12-04;92;689;781;1530333
2010-12-16;113;1750;1863;1547320
2010-12-26;44;169;213;1555846
2011-01-07;131;1536;1667;1567886
2011-01-09;199;613;812;1569338
2011-01-19;116;1877;1993;1586882
2011-01-22;114;848;962;1591787
2011-01-30;86;394;480;1602536
2011-02-04;191;1946;2137;1611736
2011-03-06;344;481;825;1659699
2011-03-10;132;1678;1810;1666795
2011-03-20;234;710;944;1684327
2011-03-24;223;2459;2682;1694160
2011-04-03;298;634;932;1711884
2011-04-11;195;2233;2428;1731105
2011-04-27;263;1940;2203;1768009
2011-04-29;332;1951;2283;1772563
2011-05-01;471;568;1039;1775098
2011-05-02;226;1220;1446;1776544
2011-05-14;478;1363;1841;1806205
2011-05-18;387;2664;3051;1816521
2011-05-19;389;2720;3109;1819630
2011-05-21;689;1422;2111;1824927
2011-05-25;332;2827;3159;1835529
2011-06-02;570;976;1546;1857247
2011-06-07;293;2772;3065;1866875
2011-06-10;314;2543;2857;1875631
2011-07-01;354;2498;2852;1922787
2011-07-04;305;2219;2524;1928153
2011-07-05;280;2220;2500;1930653
2011-07-06;240;2259;2499;1933152
2011-07-12;299;2239;2538;1945789
2011-07-19;221;1973;2194;1957524
2011-07-22;350;1964;2314;1963193
2011-08-13;339;623;962;2000500
2011-08-23;256;1880;2136;2016999
2011-08-24;284;2169;2453;2019452
2011-09-26;345;3412;3757;2113945
2011-10-20;519;3620;4139;2205941
2011-10-26;303;2871;3174;2223047
2011-10-31;512;2001;2513;2236441
2011-11-15;377;3752;4129;2282935
2011-11-16;329;3271;3600;2286535
2011-11-21;298;3412;3710;2303968
2011-11-22;310;3649;3959;2307927
2011-12-05;213;2997;3210;2344328
2011-12-18;400;976;1376;2376763
2012-01-02;106;1845;1951;2400888
2012-01-03;86;2047;2133;2403021
2012-01-27;374;3336;3710;2472945
2012-01-29;429;990;1419;2476574
2012-02-03;178;2463;2641;2488979
2012-02-21;163;2445;2608;2525869
2012-02-23;212;2233;2445;2530867
2012-02-24;366;2537;2903;2533770
2012-02-25;579;1602;2181;2535951
2012-03-05;155;3040;3195;2563083
2012-03-06;231;3452;3683;2566766
2012-03-07;189;2882;3071;2569837
2012-03-23;521;3639;4160;2622181
2012-03-31;1131;2552;3683;2653824
2012-04-06;502;3431;3933;2675796
2012-04-12;285;2795;3080;2688360
2012-04-16;203;2466;2669;2697903
2012-04-26;329;3291;3620;2722556
2012-05-14;356;3517;3873;2775189
2012-05-26;840;1967;2807;2813203
2012-05-28;721;1581;2302;2817649
2012-05-30;452;3865;4317;2826283
2012-05-31;425;4256;4681;2830964
2012-06-11;215;2658;2873;2866310
2012-06-12;303;3450;3753;2870063
2012-06-13;414;3658;4072;2874135
2012-06-26;421;3863;4284;2920884
2012-06-27;529;3822;4351;2925235
2012-06-28;578;4005;4583;2929818
2012-07-04;577;3428;4005;2951207
2012-07-05;590;3483;4073;2955280
2012-07-10;424;3382;3806;2970271
2012-07-19;808;3281;4089;3000118
2012-07-21;1392;1616;3008;3006606
2012-07-25;741;2870;3611;3019724
2012-08-08;708;2333;3041;3057394
2012-08-15;1355;1280;2635;3075303
2012-09-03;495;3707;4202;3135596
2012-09-06;786;4376;5162;3150126
2012-09-11;570;4103;4673;3170423
2012-09-22;1195;2526;3721;3223743
2012-09-27;411;3933;4344;3242679
2012-10-03;403;3848;4251;3269245
2012-10-13;616;1877;2493;3307808
2012-10-16;341;4937;5278;3319890
2012-11-10;610;2238;2848;3406589
2012-11-16;485;4560;5045;3433763
2012-11-24;636;2712;3348;3465817
2012-12-09;409;1538;1947;3520120
2012-12-14;241;2500;2741;3537272
2012-12-20;217;3362;3579;3555920
2012-12-25;57;327;384;3565323
2012-12-26;85;1214;1299;3566622
2013-01-03;290;2648;2938;3580808
2013-01-08;194;3930;4124;3595367
2013-01-11;418;4415;4833;3608731
2013-01-21;99;3050;3149;3636780
2013-01-25;311;3767;4078;3651609
2013-01-27;399;1310;1709;3655988
2013-02-10;232;756;988;3697893
2013-03-02;321;1412;1733;3760645
2013-03-03;414;1155;1569;3762214
2013-03-07;303;3325;3628;3775787
2013-03-11;83;2308;2391;3786615
2013-03-13;146;3582;3728;3793916
2013-03-14;251;3896;4147;3798063
2013-03-19;153;3324;3477;3813429
2013-03-21;158;2555;2713;3820199
2013-03-26;200;3968;4168;3837412
2013-03-27;197;3648;3845;3841257
2013-03-30;289;1355;1644;3849718
2013-04-01;453;1077;1530;3852816
2013-04-02;258;3942;4200;3857016
2013-04-11;257;3687;3944;3884816
2013-05-02;324;2978;3302;3958849
2013-05-30;295;3408;3703;4053114
2013-05-31;535;4028;4563;4057677
2013-06-07;623;4356;4979;4087794
2013-06-09;765;1393;2158;4093429
2013-06-12;454;3712;4166;4105551
2013-06-15;1122;2532;3654;4118351
2013-07-02;423;3514;3937;4184576
2013-07-08;627;3350;3977;4207239
2013-07-20;1086;1638;2724;4252818
2013-07-31;522;2978;3500;4285855
2013-08-02;615;2799;3414;4292941
2013-08-04;956;1057;2013;4297624
2013-08-08;739;2700;3439;4310512
2013-08-22;726;3178;3904;4350648
2013-08-26;479;3100;3579;4363290
2013-09-24;537;5085;5622;4490158
2013-09-27;840;5086;5926;4507175
2013-10-01;375;4149;4524;4521707
2013-10-16;281;3885;4166;4587135
2013-10-31;342;3107;3449;4646786
2013-11-02;398;1716;2114;4649929
2013-11-16;631;2673;3304;4698348
2013-11-18;161;3864;4025;4704166
2013-11-19;225;4321;4546;4708712
2013-11-22;361;4177;4538;4720548
2013-11-27;232;4031;4263;4738199
2013-12-11;218;3661;3879;4789295
2013-12-15;435;1589;2024;4802138
2013-12-24;55;685;740;4828540
2014-01-11;551;2654;3205;4865540
2014-01-20;158;3447;3605;4893039
2014-01-26;308;981;1289;4911953
2014-01-28;88;2589;2677;4917933
2014-01-30;266;4048;4314;4926133
2014-02-17;216;3366;3582;4976055
2014-02-19;208;3469;3677;4983678
2014-02-20;179;2901;3080;4986758
2014-02-21;278;3783;4061;4990819
2014-02-27;207;2991;3198;5011128
2014-03-13;513;3770;4283;5055559
2014-03-31;262;3987;4249;5121050
2014-04-12;1067;2705;3772;5170705
2014-04-14;359;4130;4489;5177890
2014-04-16;410;4365;4775;5187415
2014-04-18;544;4374;4918;5197481
2014-04-23;222;3580;3802;5212794
2014-05-01;961;1266;2227;5238176
2014-05-06;304;2903;3207;5252223
2014-05-09;525;2350;2875;5260116
2014-05-13;303;3812;4115;5271759
2014-05-18;1005;1738;2743;5293341
2014-05-22;271;3701;3972;5308806
2014-05-25;500;1547;2047;5317917
2014-06-07;1905;2824;4729;5369680
2014-06-08;2119;1973;4092;5373772
2014-06-27;668;4172;4840;5457316
2014-06-28;572;1541;2113;5459429
2014-06-30;391;3680;4071;5465430
2014-07-03;597;4263;4860;5479813
2014-07-13;887;1028;1915;5513786
2014-07-23;574;3463;4037;5551738
2014-08-04;590;2466;3056;5591341
2014-08-09;1194;1471;2665;5605843
2014-08-17;893;1002;1895;5625533
2014-09-20;1469;3475;4944;5776526
2014-09-24;589;5150;5739;5797090
2014-10-08;259;3348;3607;5865137
2014-10-13;366;4716;5082;5885605
2014-10-17;607;4893;5500;5904775
2014-10-24;710;4238;4948;5935326
2014-10-25;1047;2297;3344;5938670
2014-11-23;609;1578;2187;6046972
2014-11-29;1044;2926;3970;6073470
2014-12-30;188;1757;1945;6163391
2015-01-01;448;638;1086;6165977
2015-01-04;274;1161;1435;6169816
2015-01-16;319;3512;3831;6208340
2015-01-19;141;3328;3469;6215731
2015-02-09;204;2833;3037;6278741
2015-02-13;272;2240;2512;6291426
2015-02-22;340;1042;1382;6313830
2015-02-27;407;3780;4187;6331552
2015-03-03;193;3434;3627;6342499
2015-03-07;1004;2461;3465;6358798
2015-03-27;287;3003;3290;6430191
2015-04-02;293;3655;3948;6450058
2015-04-03;356;3260;3616;6453674
2015-04-15;608;3948;4556;6497729
2015-04-21;556;3628;4184;6519549
2015-04-23;586;3726;4312;6528035
2015-05-05;316;3900;4216;6563350
2015-05-09;995;1945;2940;6577613
2015-05-15;695;2446;3141;6599683
2015-05-18;264;3402;3666;6608987
2015-05-19;324;3941;4265;6613252
2015-05-26;411;4179;4590;6641005
2015-06-16;514;4443;4957;6730607
2015-06-17;544;4425;4969;6735576
2015-06-28;1055;1737;2792;6783411
2015-06-30;508;3994;4502;6792103
2015-07-15;768;3436;4204;6849778
2015-08-03;762;2476;3238;6914536
2015-08-07;973;2705;3678;6929295
2015-08-08;1323;1583;2906;6932201
2015-08-10;882;2457;3339;6937931
2015-08-14;444;1690;2134;6949921
2015-08-17;800;2770;3570;6958812
2015-08-25;269;1915;2184;6986339
2015-08-27;128;1219;1347;6990510
2015-09-01;693;4106;4799;7009295
2015-09-06;954;1950;2904;7030162
2015-09-08;678;4445;5123;7040051
2015-10-04;534;1330;1864;7155167
2015-10-18;707;1680;2387;7215540
2015-10-22;530;4051;4581;7232536
2015-11-15;632;1703;2335;7325572
2015-12-15;172;3215;3387;7436671
2015-12-17;410;4593;5003;7445892
2015-12-25;194;345;539;7467945
2015-12-29;421;2315;2736;7475070
2016-01-13;227;3839;4066;7516277
2016-01-20;215;3714;3929;7540443
2016-01-21;284;3893;4177;7544620
2016-02-13;397;1481;1878;7618334
2016-02-17;190;2590;2780;7629132
2016-02-18;276;2755;3031;7632163
2016-02-29;167;3458;3625;7665260
2016-03-01;143;2939;3082;7668342
2016-03-06;584;1521;2105;7684389
2016-03-23;260;3993;4253;7748136
2016-03-25;378;3526;3904;7757064
2016-04-01;558;4202;4760;7777812
2016-04-22;564;4242;4806;7855266
2016-05-09;266;3250;3516;7921266
2016-05-14;929;2100;3029;7942157
2016-05-18;326;3472;3798;7956859
2016-05-25;499;4526;5025;7987367
2016-06-17;378;3143;3521;8087080
2016-06-19;945;1730;2675;8092468
2016-07-05;646;4656;5302;8166154
2016-07-08;1079;4996;6075;8183665
2021-09-06;282;3575;3857;13982719
2021-09-09;439;4084;4523;13996476
2021-09-24;732;5089;5821;14067532
2021-09-26;682;2421;3103;14073751
2021-09-29;232;4408;4640;14086831
2021-10-15;449;4611;5060;14153105
2021-10-31;537;1349;1886;14211187
2022-03-10;181;2813;2994;14553047
2022-04-13;407;3227;3634;14663520
2022-03-17;288;3694;3982;14574237
2022-03-22;310;3695;4005;14591112
2022-03-31;204;2840;3044;14624863
2022-03-30;236;3315;3551;14621819
2022-05-02;340;3578;3918;14735194
2022-03-29;290;3524;3814;14618268
2022-03-24;369;4118;4487;14599599
2022-03-13;403;1249;1652;14560236
2022-04-26;327;4100;4427;14709437
2022-04-22;573;3130;3703;14696378
2022-04-23;793;2263;3056;14699434
2021-11-06;606;2385;2991;14228405
2021-11-08;200;3469;3669;14234693
2021-11-09;197;4076;4273;14238966
2021-11-11;796;2798;3594;14246810
2021-11-17;297;3886;4183;14267812
2021-11-21;275;1283;1558;14280370
2021-11-27;225;1765;1990;14299958
2021-12-08;187;3060;3247;14331016
2021-12-12;300;1564;1864;14341668
2021-12-23;143;2019;2162;14371476
2021-12-31;391;1400;1791;14380476
2022-01-04;85;2413;2498;14387035
2022-01-17;61;2274;2335;14416192
2022-01-28;196;2606;2802;14443835
2022-02-06;297;1179;1476;14465435
2022-02-11;294;2339;2633;14478895
2022-02-17;266;2394;2660;14490818
2021-09-02;424;4379;4803;13966101
2021-09-17;529;4939;5468;14034659
2021-09-21;336;4710;5046;14051191
2021-09-28;209;4487;4696;14082191
2021-10-03;290;1917;2207;14099438
2021-10-11;236;3813;4049;14133993
2021-10-12;249;4383;4632;14138625
2021-10-16;748;3010;3758;14156863
2021-10-26;371;3467;3838;14194116
2021-10-27;428;3675;4103;14198219
2021-10-29;624;3435;4059;14206632
2008-05-16;902;208;1110;18695
2008-05-18;1177;136;1313;21824
2008-05-20;923;472;1395;24279
2008-05-23;882;676;1558;28728
2008-06-01;431;220;651;39661
2008-06-14;1021;827;1848;62467
2008-06-18;175;1555;1730;68929
2008-07-04;377;1533;1910;99162
2008-07-17;483;1508;1991;118536
2008-07-26;461;761;1222;132274
2008-07-30;350;1311;1661;137790
2008-08-13;270;1006;1276;156026
2008-08-14;298;876;1174;157200
2008-09-30;241;1999;2240;244342
2008-10-19;553;821;1374;283821
2008-10-20;239;2091;2330;286151
2008-10-27;191;1523;1714;300032
2008-11-02;211;517;728;308088
2008-11-07;217;2088;2305;318593
2008-11-10;111;891;1002;321618
2008-11-11;214;766;980;322598
2008-12-11;148;2070;2218;377280
2008-12-17;99;1657;1756;386401
2008-12-18;185;1930;2115;388516
2008-12-19;168;1887;2055;390571
2008-12-22;142;1328;1470;394438
2008-12-23;170;1376;1546;395984
2009-01-20;91;1690;1781;425768
2009-01-29;193;2041;2234;439127
2009-02-01;112;485;597;443014
2009-02-02;74;1542;1616;444630
2009-02-10;107;1488;1595;455454
2009-02-20;153;1421;1574;469583
2009-03-03;128;1927;2055;488981
2009-03-12;112;1979;2091;505188
2009-03-17;192;2153;2345;514511
2009-04-16;125;1341;1466;563825
2009-04-25;339;1184;1523;580580
2009-04-28;117;1681;1798;584757
2009-05-07;357;2235;2592;602041
2009-05-10;247;447;694;605369
2009-05-12;213;1964;2177;609331
2009-05-17;347;649;996;618647
2009-05-22;424;1052;1476;627905
2009-05-24;444;640;1084;629948
2009-05-31;399;533;932;642543
2009-06-11;314;2008;2322;662919
2009-06-12;342;1931;2273;665192
2009-06-19;323;1584;1907;677527
2009-06-25;332;1837;2169;688296
2009-06-26;362;1720;2082;690378
2009-06-28;295;568;863;692593
2009-07-03;181;1659;1840;701220
2009-07-11;303;666;969;712847
2009-07-24;240;1105;1345;728418
2009-07-26;299;362;661;730175
2009-08-12;294;911;1205;750584
2009-08-26;227;1340;1567;766817
2009-08-28;400;1425;1825;770193
2009-08-30;379;608;987;772408
2009-10-09;398;1851;2249;847169
2009-10-10;464;1071;1535;848704
2009-10-11;340;612;952;849656
2009-10-15;305;1924;2229;858599
2009-10-18;413;581;994;863645
2009-11-07;360;1085;1445;894920
2009-11-22;118;468;586;918320
2009-11-23;97;1370;1467;919787
2009-12-08;136;1743;1879;942050
2009-12-27;99;240;339;962738
2010-01-03;77;381;458;966766
2010-01-06;90;1264;1354;971106
2010-01-07;94;1462;1556;972662
2010-01-10;50;412;462;975419
2010-01-31;223;513;736;1004004
2010-02-01;99;1572;1671;1005675
2010-02-03;71;1434;1505;1008689
2010-02-09;105;1601;1706;1017316
2010-02-12;95;1608;1703;1022173
2010-03-09;87;1571;1658;1053383
2010-03-24;154;1555;1709;1078039
2010-04-04;248;372;620;1093781
2010-04-17;598;967;1565;1115005
2010-04-21;343;1550;1893;1121500
2010-05-01;725;730;1455;1140693
2010-06-01;194;1986;2180;1196380
2010-06-04;375;2333;2708;1204128
2010-06-10;202;1787;1989;1215188
2010-06-11;237;1775;2012;1217200
2010-06-13;388;605;993;1219613
2010-06-21;350;2142;2492;1234799
2010-06-27;353;483;836;1247025
2010-07-07;307;2065;2372;1267816
2010-07-19;235;1461;1696;1286395
2010-08-01;362;444;806;1306141
2010-08-04;277;1188;1465;1310735
2010-08-06;367;1192;1559;1313882
2010-08-11;317;1124;1441;1319977
2010-08-15;275;368;643;1324235
2010-08-27;255;1456;1711;1342094
2010-08-29;332;663;995;1344372
2010-09-20;253;2453;2706;1392514
2010-09-24;305;2419;2724;1403620
2010-10-05;80;1305;1385;1422276
2010-10-06;120;1742;1862;1424138
2010-10-19;384;2716;3100;1454708
2010-10-28;260;1755;2015;1473058
2010-11-01;281;637;918;1477491
2010-11-07;229;629;858;1487890
2010-11-09;87;1493;1580;1491118
2010-11-12;103;828;931;1494871
2010-11-15;149;1870;2019;1497869
2010-11-24;99;2150;2249;1514841
2010-11-26;103;1987;2090;1519135
2010-11-27;226;875;1101;1520236
2010-12-07;18;798;816;1533237
2010-12-08;52;1042;1094;1534331
2010-12-15;85;1650;1735;1545457
2011-01-11;129;1838;1967;1573282
2011-01-25;125;1964;2089;1596394
2011-01-26;53;1040;1093;1597487
2011-02-10;139;2034;2173;1622274
2011-02-11;188;2056;2244;1624518
2011-02-12;235;968;1203;1625721
2011-02-26;232;799;1031;1648992
2011-03-04;132;1422;1554;1657807
2011-03-05;312;755;1067;1658874
2011-03-09;132;1704;1836;1664985
2011-03-14;154;2114;2268;1672796
2011-03-19;231;1004;1235;1683383
2011-03-26;391;1145;1536;1698263
2011-03-29;94;1663;1757;1702819
2011-04-05;224;2582;2806;1717216
2011-04-18;274;2340;2614;1747930
2011-04-22;425;2502;2927;1759798
2011-04-28;278;1993;2271;1770280
2011-05-13;422;2688;3110;1804364
2011-05-31;230;2710;2940;1852701
2011-06-18;403;1256;1659;1891048
2011-06-22;340;2517;2857;1899980
2011-06-27;214;2287;2501;1911316
2011-06-30;291;2600;2891;1919935
2011-07-29;384;1999;2383;1977316
2011-08-07;260;394;654;1990258
2011-08-22;95;1185;1280;2014863
2011-09-03;806;1597;2403;2043358
2011-09-04;636;1091;1727;2045085
2011-09-06;382;2798;3180;2051250
2011-09-13;277;2754;3031;2069981
2011-09-16;637;3462;4099;2081606
2011-09-20;418;3642;4060;2092761
2011-09-23;661;3748;4409;2105255
2011-09-25;847;1317;2164;2110188
2011-09-30;738;3903;4641;2131599
2011-10-02;963;1362;2325;2137059
2011-10-11;556;3925;4481;2171124
2011-10-13;633;4013;4646;2179870
2011-10-27;330;2620;2950;2225997
2011-10-29;800;1548;2348;2231958
2011-11-02;241;2953;3194;2241501
2011-11-13;771;1313;2084;2275123
2011-11-18;457;3848;4305;2295167
2011-11-23;286;3541;3827;2311754
2011-11-29;205;1776;1981;2329535
2011-12-06;274;3216;3490;2347818
2011-12-11;383;1112;1495;2360357
2011-12-21;237;2514;2751;2384086
2011-12-28;167;1395;1562;2394454
2012-01-05;170;2648;2818;2408985
2012-01-06;319;3209;3528;2412513
2012-01-21;451;1667;2118;2454355
2012-02-14;138;2317;2455;2509629
2012-02-19;498;880;1378;2520837
